timestamp,mape,rmse,psi,ks_drifted,overall_drift
2009-07-01 00:00:00,44.39164405108796,0.4171324677885068,2.584617842557529,3,True
2009-07-08 00:00:00,57.38441150687661,0.40468413451060964,0.49908318160621756,3,True
2009-07-15 00:00:00,52.78195488282199,0.35507498883835964,2.717949722801205,3,True
2009-07-22 00:00:00,49.053062305656766,0.34480904647264227,4.5892619543407775,3,True
2009-07-29 00:00:00,53.045867184371296,0.3493776940388617,1.0729164723992979,3,True
2009-08-05 00:00:00,41.53292223572205,0.3565572190012022,1.1361074163911822,3,True
2009-08-12 00:00:00,42.10373710194729,0.43780918312898187,2.47360547801281,3,True
2009-08-19 00:00:00,43.18644570658542,0.38649438780370055,2.713823899501578,3,True
2009-08-26 00:00:00,42.00927329469068,0.4247169018067933,2.527570710998895,3,True
2009-09-02 00:00:00,43.8209429428726,0.3961730735233701,0.3524494655248367,3,True
2009-09-09 00:00:00,42.60150691497909,0.4839147832492169,0.35494545992906024,2,True
2009-09-16 00:00:00,42.11861694214997,0.4714841768506482,0.36240404196880566,2,True
2009-09-23 00:00:00,45.460201331027356,0.43421206569346577,0.26426018613812474,2,True
2009-09-30 00:00:00,46.87958042618086,0.4893676477318167,0.10062284117664813,1,False
2009-10-07 00:00:00,37.22546831665512,0.5139048299630704,2.5374093788955365,2,True
2009-10-14 00:00:00,40.28397477580793,0.517700256255151,2.438383748878373,3,True
2009-10-21 00:00:00,40.8677446168638,0.6001088410245653,2.387798646705544,3,True
2009-10-28 00:00:00,47.45237523831871,0.5973337031018003,2.1509697717923606,3,True
2009-11-04 00:00:00,42.82594279653094,0.5008875838566668,2.363937025829781,3,True
2009-11-11 00:00:00,39.073612175849746,0.5289493344165627,2.354115243495555,3,True
2009-11-18 00:00:00,37.120336231647435,0.584325574375941,2.3683454191021074,3,True
2009-11-25 00:00:00,38.69683867995445,0.5144726936357297,2.3224400506751084,3,True
2009-12-02 00:00:00,33.089320158502595,0.4960294937169298,4.305802726645558,3,True
2009-12-09 00:00:00,39.20722785793243,0.5302723450961413,2.2800699315958552,3,True
2009-12-16 00:00:00,40.094495987815534,0.44043465822716804,2.2986471137084403,3,True
2010-03-03 01:00:00,42.62475376158243,0.47446988342307866,4.513444091275732,3,True
2010-03-10 01:00:00,34.050798201820996,0.491248973175209,4.297930692667018,3,True
2010-03-17 01:00:00,37.122186987199626,0.41293241746366094,2.4907735594481673,3,True
2010-03-24 01:00:00,33.65166022617237,0.4803864292145535,4.285886433212127,3,True
2010-03-31 01:00:00,38.761385463038486,0.48517270120668576,2.374951368121777,3,True
2010-04-07 01:00:00,44.01522075992478,0.43590559928842637,2.481311134789436,3,True
2010-04-14 01:00:00,39.70178997588336,0.48671256853128453,4.536215559281146,3,True
2010-04-21 01:00:00,51.0446168696885,0.4691110951125245,4.782778664131284,3,True
2010-04-28 01:00:00,46.114591867438385,0.5035618179072265,4.558709613010595,3,True
2010-05-05 01:00:00,41.79940157036362,0.48353639258527825,4.394467908844734,3,True
2010-05-12 01:00:00,40.537585311990846,0.5478287945088443,4.490947038632204,3,True
2010-05-19 01:00:00,40.438076211895,0.41765999087613365,4.705947406028812,3,True
2010-05-26 01:00:00,40.09459028408885,0.47775808893215155,0.38450946777350936,3,True
2010-06-02 01:00:00,52.49019452683121,0.5340767584024203,0.39414473182870097,3,True
2010-06-09 01:00:00,38.59283025249602,0.4391129505654894,2.3563982361435807,3,True
2010-06-16 01:00:00,46.849653790953425,0.4822040521817099,0.4144283360060916,3,True
2010-06-23 01:00:00,43.72718684144213,0.41416653375672585,2.566553253971537,3,True
2010-06-30 01:00:00,36.25189252174808,0.39453876756781625,6.7136006238947505,2,True
